code,lat,lon
IKB,36.2228,-81.0983
IKG,27.5509,-98.0309
IKI,33.7490,129.7850
IKK,41.0714,-87.8463
IKL,-1.0481,23.3725
IKO,52.9416,-168.8495
IKP,-16.2292,141.4346
IKS,71.6977,128.9030
IKT,52.2667,104.3956
IKU,42.5856,76.7012
IKV,41.6914,-93.5664
IKW,43.6631,-84.2586
IL01,40.7925,-90.4382
IL02,42.4722,-87.9084
IL05,42.4403,-88.4890
IL07,41.7236,-89.2918
IL11,42.4653,-88.0404
IL12,39.8800,-90.4651
IL15,40.5694,-90.5487
IL22,41.5220,-89.1326
IL23,42.4420,-89.4502
IL24,39.7075,-89.8831
IL27,40.1293,-88.8316
IL28,42.4664,-90.1694
IL29,39.5330,-90.2156
IL31,39.8433,-88.4533
IL32,39.7833,-88.6214
IL34,42.2145,-88.7570
IL36,42.3209,-88.7584
IL38,41.7670,-88.5320
IL39,39.4803,-87.8446
IL48,38.7329,-89.8066
IL51,41.0383,-88.3350
IL52,40.4392,-91.1440
IL53,41.7858,-89.0301
IL54,39.1217,-89.9372
IL55,41.5357,-88.9990
IL56,40.2195,-88.2542
IL57,40.4220,-89.0206
IL59,41.4320,-88.2473
IL60,42.1315,-88.7004
IL63,40.7000,-88.6751
IL64,40.1806,-89.5001
IL65,40.9990,-90.7180
IL68,41.4321,-88.5225
IL71,37.8192,-89.1522
IL73,40.1681,-91.2362
IL76,41.5337,-89.5525
IL78,41.1311,-87.7923
IL80,40.1082,-88.6831
IL81,40.9370,-88.0460
IL82,40.1095,-88.8287
IL83,41.5996,-89.5990
IL84,40.5764,-91.1029
IL85,41.8464,-88.5703
IL86,39.9362,-90.4668
IL87,41.7111,-89.1123
IL88,41.6750,-89.1168
IL93,41.9453,-88.9240
IL94,40.2263,-89.2429
IL95,41.2231,-88.1453
IL96,39.9059,-91.3139
IL97,39.7370,-89.8098
IL99,41.5928,-88.9673
ILA,-3.9765,137.6225
ILD,-33.0617,-61.2100
ILE,31.0858,-97.6865
ILF,56.0516,-95.6188
ILG,-3.8359,138.9217
ILI,59.7544,-154.9110
ILK,-19.5830,48.8030
ILL,45.1176,-95.1323
ILM,34.2723,-77.9051
ILN,39.4279,-83.7921
ILO,10.8330,122.4934
ILP,20.5435,-86.8678
ILQ,-17.6950,-71.3440
ILR,8.4402,4.4939
ILS,13.6995,-89.1199
ILU,-2.9068,38.0717
ILY,55.6827,-6.2575
ILZ,49.2333,18.6134
IMA,-9.5107,150.5246
IMB,5.7081,-60.2942
IMD,-3.3280,141.1573
IMF,24.7600,93.8967
IMG,-18.4100,35.0045
IMI,7.0056,171.6570
IMK,29.9711,81.8189
IML,40.5093,-101.6210
IMM,26.4279,-81.4035
IMN,-6.7524,146.1072
IMO,-3.3280,141.1573
IMP,-5.5313,-47.4600
IMQ,39.1913,44.9285
IMS,38.7589,-85.4655
IMT,45.8191,-88.1146
IMZ,30.9633,62.0608
IN0,41.5850,-85.1886
IN00,40.5453,-87.0522
IN01,39.4861,-86.1486
IN02,41.5522,-84.9172
IN03,38.4639,-87.2500
IN04,41.3753,-87.0799
IN05,39.6606,-85.5483
IN07,38.5185,-85.5876
IN08,39.1692,-87.1893
IN09,39.8051,-85.8548
IN10,40.9759,-86.4200
IN11,41.2928,-86.0711
IN12,41.4819,-85.3436
IN14,38.2390,-86.0194
IN15,38.6049,-87.4633
IN16,41.3331,-85.7675
IN18,41.2745,-84.8050
IN2,41.7299,-85.0326
IN20,39.4537,-86.2803
IN21,40.9644,-86.9185
IN23,37.9092,-87.7575
IN26,39.1363,-85.1461
IN27,40.9998,-86.9132
IN29,40.5736,-87.1036
IN3,37.9039,-87.7903
IN30,38.4022,-87.5993
IN31,40.0223,-85.7539
IN32,40.9555,-86.9059
IN33,40.7362,-86.1153
IN34,40.8345,-86.0522
IN35,40.6542,-86.0228
IN36,38.0356,-87.7241
IN37,39.2675,-86.5785
IN38,41.5453,-86.4528
IN39,41.1409,-87.3942
IN4,41.2044,-85.0144
IN41,41.4539,-86.7922
IN43,38.4751,-85.9972
IN44,38.5642,-86.0575
IN45,39.8250,-86.8840
IN46,39.7389,-87.2195
IN47,40.2045,-86.0550
IN49,39.4855,-85.8032
IN5,41.5527,-85.3311
IN50,38.6884,-85.7032
IN51,40.1400,-86.1525
IN53,39.2924,-86.8242
IN54,41.2837,-86.4628
IN55,40.0792,-87.2611
IN56,40.1269,-85.4319
IN57,39.2614,-87.4212
IN58,39.5013,-86.2629
IN59,37.9450,-87.4245
IN6,41.7140,-86.5460
IN60,40.0178,-86.1603
IN62,41.2448,-85.2975
IN65,41.6914,-85.5955
IN69,41.1752,-86.5474
IN7,41.3735,-87.4328
IN70,41.6336,-87.0270
IN72,40.7859,-85.2442
IN75,41.7379,-85.7133
IN80,38.3214,-86.4908
IN81,39.7519,-85.5575
IN82,41.7495,-86.0881
IN83,41.5023,-84.9302
IN85,40.8371,-85.4837
IN86,41.2803,-86.6320
IN87,41.3514,-86.6264
IN88,39.5140,-86.7640
IN9,41.3251,-85.6825
IN90,41.2598,-87.4814
IN91,41.0021,-84.9943
IN93,41.7120,-86.4328
IN99,39.4070,-86.3057
INA,7.9440,-76.6970
INB,16.5346,-88.4416
INC,38.3228,106.3932
IND,39.7173,-86.2944
INE,-18.5900,36.4489
INF,19.5605,5.7493
INH,-23.8764,35.4085
INI,43.3365,21.8562
INJ,32.0835,-97.0972
INK,31.7796,-103.2010
INL,48.5662,-93.4031
INM,-27.6976,140.7395
INN,47.2602,11.3440
INO,-1.9472,18.2858
INQ,53.0647,-9.5109
INR,-4.6316,142.8913
INS,36.5872,-115.6730
INT,36.1337,-80.2220
INU,-0.5479,166.9195
INV,57.5425,-4.0475
INW,35.0219,-110.7230
INX,-2.1274,132.1601
INY,-24.7777,31.3855
INZ,27.2510,2.5120
IOA,39.6964,20.8225
IOB,38.0581,-83.9796
IOK,-8.4010,146.2770
IOM,54.0831,-4.6239
IOMA,-8.3614,147.8400
ION,-33.2647,-60.2842
IOP,-8.3614,147.8400
IOR,53.1067,-9.6536
IOS,-14.8159,-39.0335
IOW,41.6392,-91.5465
IPA,-18.8564,169.2833
IPC,-27.1654,-109.4210
IPE,7.7849,122.6015
IPG,-2.9401,-69.6943
IPH,4.5673,101.0916
IPI,0.8619,-77.6718
IPJ,35.4833,-81.1613
IPL,32.8354,-115.5740
IPN,-19.4707,-42.4876
IPT,41.2421,-76.9224
IPU,-14.1735,-39.6840
IPZ,9.3487,-83.7123
IQA,33.7856,42.4412
IQM,38.2345,85.4655
IQN,35.8026,107.5989
IQQ,-20.5363,-70.1814
IQT,-3.7847,-73.3088
IRA,-10.4497,161.8980
IRB,30.9057,-101.8920
IRC,65.8277,-144.0762
IRD,24.1525,89.0494
IRE,-11.3399,-41.8470
IRG,-12.7869,143.3050
IRH,7.7344,-73.4342
IRI,-7.6686,35.7521
IRJ,-29.3816,-66.7958
IRK,40.0935,-92.5449
IRM,63.2004,64.4401
IRN,15.9392,-85.1372
IRO,10.2364,22.7169
IRP,-5.0326,143.8711
IRS,41.8133,-85.4390
IRU,9.2997,80.4486
IRY,-1.3303,133.9108
IRZ,-0.3786,-64.9926
IS00,40.8417,-89.2745
IS02,40.7784,-87.7917
IS08,40.2639,-90.2345
IS15,42.0325,-88.9026
IS19,42.3354,-89.3237
IS23,42.0100,-88.2911
IS24,39.0778,-89.0817
IS26,40.1834,-88.6153
IS33,39.0456,-89.8407
IS34,38.7067,-87.6334
IS37,42.3239,-89.9929
IS41,41.4609,-88.5920
IS43,39.8700,-88.0750
IS45,39.9767,-91.3340
IS47,42.0306,-88.7018
IS51,40.4514,-91.2038
IS54,39.6431,-89.1445
IS55,40.5909,-90.9424
IS56,40.0881,-90.8854
IS57,42.1797,-88.6328
IS59,42.1339,-88.9242
IS62,40.8673,-89.4531
IS65,41.6384,-88.6445
IS66,40.5923,-91.2015
IS69,39.9189,-90.5110
IS71,42.4592,-89.1994
IS73,41.5325,-89.7019
IS78,42.3661,-89.2351
IS79,42.2367,-88.3523
IS80,41.9178,-88.7893
IS83,42.2275,-88.7672
IS86,41.0417,-88.1917
IS88,40.1486,-87.6945
IS93,42.4431,-89.5043
IS94,41.6056,-88.6612
ISA,-20.6664,139.4885
ISAN,-5.9781,146.6198
ISB,43.3695,-95.7598
ISC,49.9134,-6.2919
ISD,2.4458,-77.9818
ISE,37.8554,30.3684
ISG,24.3964,124.2450
ISI,-24.2583,144.4250
ISJ,21.2460,-86.7404
ISK,20.1191,73.9129
ISL,40.9719,28.8237
ISM,28.2898,-81.4371
ISN,27.8578,-115.1650
ISO,35.3314,-77.6088
ISP,40.7963,-73.1017
ISQ,45.9746,-86.1718
ISS,43.9614,-69.7126
IST,41.2749,28.7321
ISU,35.5605,45.3151
ISW,44.3603,-89.8390
ITA,32.3939,-114.8652
ITB,-4.2421,-56.0007
ITE,-13.7316,-39.1404
ITG,7.1653,-75.7253
ITH,42.4910,-76.4584
ITI,-18.1476,-41.7150
ITJ,-26.9831,-48.8164
ITK,-9.2015,148.2643
ITM,34.7809,135.4408
ITN,-14.8105,-39.2904
ITO,19.7214,-155.0454
ITP,-21.2193,-41.8759
ITQ,-29.1720,-56.5383
ITR,-4.2418,141.5234
ITU,45.2564,147.9555
IUA,42.9089,-77.3252
IUE,-19.0801,-169.9235
IUL,-3.7051,138.2002
IUP,-7.1728,-59.8396
IVA,-13.4848,48.6327
IVB,-33.2464,-62.4167
IVC,-46.4124,168.3130
IVG,42.8390,19.8620
IVI,8.4693,-79.0016
IVL,-33.2232,-62.4046
IVO,10.0167,-74.6833
IVR,-29.8883,151.1440
IVW,-17.8411,129.6430
IWA,33.3078,-111.6550
IWD,46.5253,-90.1316
IWH,40.7630,-85.7997
IWI,43.9614,-69.7126
IWJ,34.6764,131.7900
IWK,65.6226,-168.0950
IWO,24.7842,141.3226
IWR,-5.1391,140.7176
IWS,29.8182,-95.6726
IXA,36.3298,-77.6352
IXB,26.6812,88.3286
IXC,30.6735,76.7885
IXD,38.8309,-94.8903
IXE,12.9547,74.8868
IXG,15.8593,74.6183
IXH,24.3087,92.0077
IXI,27.2957,94.0973
IXJ,32.6888,74.8382
IXK,21.3171,70.2704
IXL,21.0413,-104.4431
IXM,9.8345,78.0934
IXN,24.0619,91.6039
IXP,32.2336,75.6344
IXQ,24.1343,91.8108
IXR,23.3143,85.3217
IXS,24.9129,92.9787
IXT,28.0648,95.3370
IXU,19.8629,75.3963
IXV,28.1753,94.8020
IXW,22.8137,86.1690
IXX,17.9081,77.4871
IXY,23.1127,70.1003
IXZ,11.6402,92.7290
IYA,29.9758,-92.0842
IYK,35.6588,-117.8300
IYS,61.5717,-149.5400
IZA,34.6068,-120.0760
IZE,53.9920,9.5764
IZG,43.9911,-70.9479
IZM,37.9507,27.3290
IZO,35.4136,132.8900
IZT,16.4460,-95.0937
JAA,34.3998,70.4986
JAB,19.0997,-90.3352
JAC,43.6073,-110.7380
JAD,-32.0975,115.8810
JAE,-5.5925,-78.7740
JAF,9.7923,80.0701
JAG,28.2842,68.4497
JAH,-39.7039,-71.1700
JAI,26.8242,75.8122
JAK,18.2411,-72.5185
JAL,19.4751,-96.7970
JAM,42.4549,26.3522
JAN,32.3112,-90.0759
JAP,9.9814,-84.7727
JAQ,38.3768,-120.7940
JAR,-38.0661,-63.4283
JAS,30.8857,-94.0349
JAT,7.7498,168.9778
JAU,36.3341,-84.1630
JAV,69.2432,-51.0571
JAW,-7.5864,-40.5354
JAX,30.4925,-81.6878
JB01,43.7572,-89.6526
JBB,-8.2425,113.6935
JBK,44.1661,89.5501
JBQ,18.5725,-69.9856
JBR,35.8317,-90.6464
JBS,25.4406,-108.3890
JBT,25.6380,-108.6114
JCA,34.1740,-83.5607
JCB,-5.6525,151.5070
JCI,38.8309,-94.8903
JCK,-20.6683,141.7230
JCL,48.9482,14.4283
JCM,-31.2114,-64.1614
JCN,22.0022,-104.6480
JCR,-6.2332,-57.7769
JCS,-5.2114,-40.7042
JCT,30.5113,-99.7635
JCY,30.2518,-98.6225
JDA,-27.0325,-55.1981
JDD,32.7422,-95.4965
JDE,29.3609,119.1808
JDF,-21.7915,-43.3861
JDG,33.3996,126.7120
JDH,26.2511,73.0489
JDI,3.2339,-76.5039
JDN,47.3288,-106.9530
JDO,19.7025,-98.8118
JDR,-21.0856,-44.2253
JDZ,29.3386,117.1760
JED,21.6802,39.1574
JEE,18.6631,-74.1703
JEF,38.5912,-92.1561
JEG,68.7218,-52.7847
JEJ,7.5654,168.9620
JEK,-15.6334,29.6036
JEP,17.5854,-92.9771
JEQ,-13.8777,-40.0716
JER,49.2079,-2.1955
JES,-30.9881,-64.0769
JFK,40.6394,-73.7793
JFN,41.7780,-80.6955
JFR,62.0147,-49.6709
JFV,19.1651,-102.8565
JFX,33.9020,-87.3142
JFZ,37.0637,-81.7983
JGA,-25.1867,-64.0828
JGB,19.0743,82.0368
JGD,50.3714,124.1175
JGG,37.2392,-76.7161
JGN,39.8591,98.3393
JGS,26.8569,114.7370
JGT,27.5720,-100.2978
JGY,21.2304,-100.8370
JHB,1.6413,103.6700
JHF,-23.4269,-47.1657
JHG,21.9746,100.7622
JHL,57.2239,-111.4190
JHM,20.9629,-156.6730
JHN,37.5830,-101.7330
JHS,66.9513,-53.7293
JHW,42.1542,-79.2540
JIA,-11.4194,-58.7017
JIB,11.5473,43.1595
JIC,38.5422,102.3483
JIJ,9.3319,42.9118
JIK,37.6827,26.3471
JIL,-4.2468,137.5956
JIM,7.6661,36.8166
JIN,0.4531,33.1936
JIO,-8.1407,127.9097
JIP,-1.0000,-80.6667
JIQ,29.5133,108.8311
JIR,27.6263,86.2306
JIT,-4.8564,137.7019
JIU,29.4769,115.8011
JJA,-24.2365,-65.2691
JJC,19.5742,-99.2912
JJD,-2.9064,-40.3573
JJG,-28.6753,-49.0596
JJI,-7.1691,-76.7286
JJM,0.1651,38.1951
JJN,24.7959,118.5886
JJU,60.7638,-46.0650
JKA,30.2905,-87.6718
JKG,57.7576,14.0687
JKH,38.3432,26.1406
JKJ,46.8392,-96.6637
JKL,37.5939,-83.3173
JKR,26.7088,85.9224
JKV,31.8693,-95.2174
JLA,-39.8475,-70.8639
JLG,22.8743,74.2432
JLN,37.1518,-94.4983
JLO,18.3457,-96.1848
JLR,23.1778,80.0520
JLS,-20.2923,-50.5455
JMA,22.2646,-104.4866
JMB,-36.4439,-62.8792
JMC,26.8591,-107.6652
JMJ,22.4177,99.7840
JMK,37.4351,25.3481
JMO,28.7804,83.7230
JMR,45.8861,-93.2718
JMS,46.9297,-98.6782
JMU,46.8428,130.4643
JMV,23.7632,-98.7459
JN6,66.8414,-108.0271
JN9,56.2880,-104.9030
JNA,-15.4738,-44.3855
JNB,-26.1401,28.2468
JNG,35.6474,116.7433
JNH,30.6981,120.6631
JNJ,19.4749,57.3083
JNN,31.1508,-111.9748
JNU,58.3549,-134.5744
JNX,35.5409,-78.3903
JNZ,32.5118,-114.8553
JOC,-34.5282,-63.9609
JOE,62.6588,29.6194
JOG,23.6126,-97.8775
JOH,-31.6061,29.5218
JOI,-26.2245,-48.7974
JOJ,68.1253,-106.5853
JOK,56.7006,47.9047
JOL,6.0537,121.0110
JOM,-9.3500,34.8000
JOP,-4.7471,145.0071
JOR,-31.8836,-61.8442
JOS,9.6398,8.8691
JOT,41.5178,-88.1755
JPA,17.8157,-97.7436
JPE,-3.0198,-47.3165
JPN,21.2509,-99.4802
JPO,-7.0390,-37.2516
JPR,-10.8707,-61.8467
JPT,16.0790,-97.7010
JPX,40.9600,-72.2511
JPY,-23.2240,-44.7234
JQA,70.7342,-52.6962
JQD,37.4583,-86.8500
JQE,7.5178,-78.1572
JQF,35.3878,-80.7091
JRF,21.3074,-158.0700
JRG,21.9135,84.0504
JRH,26.7305,94.1754
JRJ,25.9602,116.0770
JRN,-10.3141,-58.4949
JRO,-3.4270,37.0735
JRS,25.5792,-108.4128
JRT,-2.1867,-56.0903
JRZ,-37.7061,-59.7919
JSA,26.8887,70.8650
JSB,-4.0428,-40.8938
JSG,24.4385,-107.3729
JSH,35.2161,26.1013
JSI,39.1771,23.5037
JSJ,47.1082,132.6579
JSK,25.6548,57.8017
JSL,-4.7471,145.0071
JSM,-44.0486,-70.4589
JSO,31.8693,-95.2174
JSR,23.1838,89.1608
JST,40.3161,-78.8339
JSU,65.4125,-52.9394
JSV,35.4382,-94.8028
JSY,45.3596,-117.2540
JTA,-5.9334,-40.2975
JTC,34.1311,-109.3103
JTI,-17.8299,-51.7730
JTN,-24.1597,-46.7906
JTO,27.9793,-107.5951
JTR,36.4000,25.4786
JTY,36.5799,26.3758
JUA,-31.5715,-68.4182
JUB,4.8720,31.6011
JUH,30.7403,117.6856
JUI,53.6814,7.0564
JUJ,-24.3928,-65.0978
JUL,-15.4677,-70.1565
JUM,29.2742,82.1933
JUN,-24.8380,143.0620
JUO,6.5167,-76.6000
JUR,22.1620,-98.5153
JUT,14.6526,-86.2203
JUV,72.7902,-56.1306
JUZ,28.9661,118.8988
JVA,-18.8050,45.2735
JVI,40.5244,-74.5984
JVL,42.6203,-89.0416
JVW,32.3033,-90.4085
JVY,38.3654,-85.7382
JWA,-24.6023,24.6910
JWG,35.8647,-98.4208
JWN,36.1824,-86.8867
JWO,37.0302,127.8864
JWY,32.4587,-96.9124
JXA,45.2930,131.1930
JXI,32.6990,-94.9489
JXN,42.2605,-84.4630
JY04,39.0644,-74.9071
JY07,40.6957,-75.1324
JY08,39.6505,-75.2856
JY17,39.4697,-75.2763
JY24,40.9237,-74.8704
JY31,39.4468,-75.3132
JY35,40.0335,-74.0579
JY39,39.6611,-75.4653
JY43,41.0832,-74.3386
JY73,39.9042,-74.7495
JYA,19.4740,-90.6634
JYB,19.4444,-103.6713
JYG,43.9863,-94.5579
JYL,32.6453,-81.5971
JYM,41.9213,-84.5858
JYO,39.0780,-77.5575
JYR,40.8968,-97.6228
JYV,62.3995,25.6783
JZH,32.8533,103.6822
JZI,32.6982,-80.0057
JZP,34.4534,-84.4574
JZZ,59.7266,-157.2590
K00C,37.2032,-107.8690
K00F,45.4705,-105.4571
K00M,31.9537,-89.2353
K00N,39.4730,-75.1843
K00R,30.6859,-95.0179
K00S,44.1815,-122.0860
K00U,45.7444,-107.6605
K00V,38.9458,-104.5700
K00W,46.6729,-117.4419
K01,40.3875,-95.7892
K01A,62.9408,-152.2697
K01D,41.4036,-85.7061
K01E,41.7000,-85.0393
K01F,41.5522,-84.9172
K01G,42.7415,-78.0526
K01H,41.2061,-86.4044
K01J,30.6856,-81.9063
K01K,37.0361,-97.5853
K01M,34.4909,-88.2010
K01T,30.3726,-100.1902
K01U,38.8498,-115.6350
K02A,32.8505,-86.6114
K02C,43.0902,-88.1782
K02D,41.2231,-85.8306
K02G,40.6733,-80.6414
K03,43.9696,-74.4279
K03B,37.1268,-92.6216
K03D,40.4473,-92.2270
K03G,42.0205,-80.0710
K03S,45.4016,-122.2288
K04A,31.7363,-86.2625
K04G,41.1305,-80.6196
K04I,39.9115,-83.1886
K04M,33.9300,-89.3433
K04V,38.0991,-106.1744
K04W,46.0228,-92.8954
K04Y,46.8838,-96.3503
K05C,41.5198,-87.3995
K05D,47.9670,-102.4780
K05U,39.6042,-116.0050
K05V,37.4111,-105.5520
K06,39.9734,-90.4037
K06A,32.4605,-85.6800
K06C,41.9893,-88.1012
K06D,48.8843,-99.6209
K06M,33.5346,-89.3130
K06N,41.4320,-74.3916
K06U,41.9760,-114.6580
K07,37.9357,-91.8135
K07A,32.1668,-85.8097
K07F,32.5288,-94.9717
K07N,40.0168,-77.0039
K07R,27.6103,-97.7526
K07V,37.5238,-105.0090
K08,38.0352,-102.1167
K08A,32.5294,-86.3282
K08C,42.9359,-85.8050
K08D,48.3008,-102.4060
K08K,40.6514,-98.0798
K08M,32.7612,-89.5301
K08U,41.5157,-115.8600
K09,43.4534,-74.5176
K09A,32.1193,-88.1275
K09J,31.0745,-81.4278
K09K,41.6349,-99.3422
K09M,33.9915,-90.0786
K09R,30.7748,-94.4588
K09T,33.2808,-97.4967
K0A3,35.9853,-85.8093
K0A4,36.3637,-82.3090
K0A7,35.3083,-82.4329
K0A8,32.9369,-87.0905
K0A9,36.3712,-82.1733
K0B1,44.4252,-70.8099
K0B2,44.7637,-68.7678
K0B4,42.6036,-97.2526
K0B5,42.5914,-72.5228
K0B7,44.1177,-72.8269
K0B8,41.2521,-72.0322
K0C0,42.4025,-88.6324
K0C1,39.4878,-94.7805
K0C2,41.7709,-88.7034
K0C4,42.1139,-96.7281
K0C5,43.5757,-85.2842
K0C8,41.5189,-88.6051
K0D7,40.7906,-83.8291
K0D8,44.9867,-99.9528
K0E0,34.9751,-106.0028
K0E8,35.7177,-108.2020
K0E9,40.7547,-93.2424
K0F2,33.6017,-97.7756
K0F3,43.3875,-95.1392
K0F4,41.2864,-98.9897
K0F7,35.3887,-95.6002
K0F9,34.1985,-96.6745
K0G0,43.1032,-78.7033
K0G3,40.4008,-96.1704
K0G5,47.8263,-90.3835
K0G6,41.4674,-84.5066
K0G7,42.8836,-76.7822
K0H1,39.0045,-99.8929
K0H7,40.4216,-91.7063
K0I2,39.4767,-87.0997
K0I8,38.3662,-84.2833
K0IN,41.6964,-85.9381
K0J0,31.6001,-85.2384
K0J4,31.0425,-86.3116
K0J6,31.3643,-85.3118
K0J8,29.6190,-82.5088
K0J9,40.8678,-97.3540
K0K6,36.1797,-95.5804
K0K7,42.7348,-94.2453
K0L4,37.4909,-117.1888
K0L7,35.7683,-115.3300
K0L9,36.3111,-114.4640
K0M0,33.8848,-91.5345
K0M2,36.4753,-89.3462
K0M3,35.5460,-87.5973
K0M4,36.0111,-88.1233
K0M5,36.1166,-87.7382
K0M8,32.8259,-91.1877
K0M9,32.4107,-91.4987
K0N4,39.2023,-75.4855
K0O2,35.2871,-116.0817
K0O4,39.9446,-122.1709
K0P2,39.7952,-76.6477
K0Q5,40.0282,-124.0743
K0R0,31.2970,-89.8128
K0R1,31.0162,-87.4468
K0R3,29.9758,-92.0842
K0R4,31.5620,-91.5065
K0R5,31.9637,-92.6603
K0R6,33.5226,-92.4603
K0S0,46.9768,-118.5870
K0S1,47.8480,-113.4168
K0S7,48.9590,-119.4120
K0S9,48.0538,-122.8110
K0U0,44.6424,-115.5330
K0U1,44.1421,-115.3143
K0U2,43.8017,-113.8311
K0U3,44.7446,-114.9214
K0U7,43.3236,-113.5903
K0U8,44.6105,-113.8960
K0U9,44.4613,-116.7580
K0V3,40.5155,-98.9462
K0V4,37.1417,-79.0164
K0V7,36.7164,-110.2284
K0VG,36.6541,-83.2178
K0W0,47.6322,-122.3277
K0W3,39.5668,-76.2024
K0W7,48.7282,-122.3360
K0Y6,43.4133,-93.5120
K10C,42.4027,-88.3769
K10D,44.9538,-94.0651
K10G,40.5372,-81.9544
K10U,41.9536,-116.1822
K11,36.2182,-95.6519
K11A,31.8833,-85.4849
K11N,41.5693,-73.4622
K11R,30.2190,-96.3743
K11S,48.2661,-124.3140
K11V,40.3288,-104.6146
K11Y,44.0634,-88.1929
K12A,35.1775,-92.3351
K12D,47.8182,-92.2861
K12G,40.8729,-82.6974
K12I,39.5103,-85.0000
K12J,31.0506,-87.0656
K12K,40.0464,-98.0601
K12N,41.0086,-74.7380
K12S,44.8316,-119.4297
K12V,38.4409,-82.2008
K12Y,44.4411,-93.9163
K13C,43.4521,-85.2648
K13K,37.8516,-96.2917
K14A,35.6130,-80.8994
K14F,32.8497,-100.1366
K14G,41.3331,-83.1612
K14J,31.4100,-86.0903
K14M,33.1826,-90.8307
K14Y,45.8986,-94.8739
K15,38.1105,-92.6805
K15A,30.9094,-87.9961
K15F,33.1915,-99.7179
K15J,31.1378,-83.4533
K15M,34.7723,-88.1659
K16,43.2503,-75.6062
K16D,46.6108,-95.6059
K16G,41.0941,-83.2125
K16J,31.7433,-84.4193
K16S,42.9972,-123.3154
K16W,46.5839,-118.0040
K17,37.5834,-100.4699
K17G,40.7818,-82.9744
K17J,31.0069,-84.8776
K17K,36.7743,-102.5100
K17M,31.8627,-89.8006
K17N,39.7055,-75.0330
K17Q,38.2154,-97.3522
K17V,40.6275,-102.6009
K18A,34.3401,-83.1335
K18I,36.6955,-84.3913
K18V,40.1000,-104.7010
K19,40.2622,-94.3390
K19A,34.1740,-83.5607
K19M,33.1255,-90.0256
K19N,39.7784,-74.9478
K19S,37.4970,-100.8343
K1A0,35.1880,-85.1768
K1A3,35.0162,-84.3463
K1A4,31.1038,-86.0625
K1A5,35.2226,-83.4190
K1A6,36.6103,-83.7374
K1A7,36.3959,-85.6413
K1A9,32.4387,-86.5127
K1B0,45.0041,-69.2370
K1B1,42.2913,-73.7103
K1B2,41.3583,-70.5244
K1B6,42.1065,-71.5101
K1B9,42.0001,-71.1968
K1BT,37.9191,-90.5752
K1C1,40.4490,-88.1277
K1C5,41.6960,-88.1292
K1D1,45.2305,-96.5660
K1D3,43.4047,-98.8305
K1D7,45.2926,-97.5114
K1D8,44.8562,-98.5313
K1DA,45.5346,-116.5309
K1DS,33.3861,-80.9068
K1E2,29.4513,-103.3978
K1E8,44.3883,-75.0664
K1F0,34.1470,-97.1227
K1F4,34.1404,-96.8120
K1F5,39.3672,-100.4413
K1G0,41.3910,-83.6301
K1G1,41.3315,-82.1003
K1G3,41.1514,-81.4151
K1G4,35.9858,-113.8171
K1G5,41.1319,-81.7674
K1H0,38.7268,-90.5083
K1H1,43.2051,-76.1788
K1H2,39.0704,-88.5335
K1H3,38.4716,-91.8173
K1H5,36.9896,-91.9541
K1H8,39.3025,-88.0041
K1I3,39.0427,-87.0027
K1I5,42.3643,-74.0660
K1I8,40.5732,-85.8997
K1J0,30.8439,-85.6018
K1K2,34.8493,-97.5853
K1K4,35.1551,-97.4704
K1K7,37.5805,-95.8372
K1K9,37.4567,-100.9847
K1L0,30.0870,-90.5826
K1L1,37.7871,-114.4200
K1L3,35.4444,-114.9090
K1L4,35.3055,-114.8824
K1L7,37.7453,-111.5700
K1L8,37.1389,-113.3060
K1L9,37.8597,-112.8160
K1M2,33.1452,-90.5153
K1M3,34.9792,-86.8833
K1M4,34.2803,-87.6004
K1M5,36.5927,-86.4769
K1M9,36.8178,-87.9075
K1MO,37.1207,-92.3112
K1N1,35.0945,-106.1670
K1N3,40.9715,-78.2429
K1N7,40.9711,-74.9975
K1O1,34.2376,-98.7420
K1O2,38.9906,-122.9010
K1O3,38.2024,-121.2680
K1O4,35.7335,-98.7306
K1O5,41.7304,-122.5460
K1O6,41.2632,-122.2720
K1O8,34.4586,-99.1713
K1P1,43.7783,-71.7539
K1Q2,40.6502,-120.7685
K1Q4,37.6791,-121.3000
K1R1,31.6669,-92.1577
K1R4,31.1264,-92.5014
K1R7,31.6058,-90.4093
K1R8,30.8703,-87.8193
K1RL,48.9773,-123.0793
K1S1,48.9902,-116.5021
K1S3,46.2711,-106.6240
K1S5,46.3271,-119.9700
K1S6,48.1906,-116.9099
K1S9,48.3141,-117.7430
K1T7,29.8115,-98.4258
K1T8,29.7391,-98.4513
K1U1,46.1243,-114.9235
K1U2,43.8510,-112.5014
K1U7,42.2472,-111.3380
K1UT,41.1757,-112.3808
K1V0,36.8082,-107.6531
K1V2,42.0100,-101.7701
K1V6,38.4297,-105.1086
K1V8,37.7854,-106.0476
K1WA,48.9722,-119.4394
K1X1,36.1059,-100.0257
K1Z1,36.2580,-113.2311
K20A,33.9712,-86.3805
K20M,33.1335,-88.5356
K20N,41.9853,-73.9641
K20R,28.6978,-99.8178
K20U,46.9252,-103.9820
K20V,40.0534,-106.3691
K21,44.9917,-73.3631
K21D,44.9975,-92.8557
K21F,33.2287,-98.1467
K22,37.9938,-97.9266
K22F,33.2293,-100.5690
K22I,39.3281,-82.4418
